drugbank_id,gene_symbol
DB01237,hROAT1
DB01238,HTR2A
DB01238,DRD2
DB01238,HTR1A
DB01238,HTR1B
DB01238,HTR1D
DB01238,HTR1E
DB01238,HTR2C
DB01238,HTR3A
DB01238,HTR6
DB01238,HTR7
DB01238,DRD1
DB01238,DRD5
DB01238,DRD3
DB01238,DRD4
DB01238,HRH1
DB01238,ADRA1A
DB01238,ADRA1B
DB01238,ADRA2A
DB01238,ADRA2B
DB01238,ADRA2C
DB01238,CHRM1
DB01238,CHRM2
DB01238,CHRM3
DB01238,CHRM4
DB01238,CHRM5
DB01238,CYP3A5
DB01238,CYP2D6
DB01238,CYP3A4
DB01239,DRD2
DB01239,DRD1
DB01239,DRD3
DB01239,HTR2A
DB01239,HTR2B
DB01239,HTR2C
DB01239,HRH1
DB01239,CHRM1
DB01239,CHRM2
DB01239,CHRM3
DB01239,CHRM4
DB01239,CHRM5
DB01239,ABCB1
DB01240,P2RY12
DB01240,PTGIR
DB01240,PTGIS
DB01240,CYP2C9
DB01241,PPARA
DB01241,CYP2C8
DB01241,CYP1A2
DB01241,CYP3A4
DB01241,CYP2C9
DB01241,SLCO1B1
DB01242,SLC6A4
DB01242,HTR2A
DB01242,HTR2B
DB01242,HTR2C
DB01242,SLC6A2
DB01242,GSTP1
DB01242,CYP2D6
DB01242,CYP1A2
DB01242,CYP3A4
DB01242,ALB
DB01242,ABCB1
DB01244,CACNA1A
DB01244,CACNA1H
DB01244,CACNA2D2
DB01244,ATP1A1
DB01244,KCNQ1
DB01244,TNNC1
DB01244,CALM1
DB01244,PDE1B
DB01244,KCNH2
DB01244,CYP2D6
DB01244,ABCB1
DB01245,CHRNA2
DB01245,ACHE
DB01245,CHRNA4
DB01245,CHRNB2
DB01245,BCHE
DB01246,HRH1
DB01246,CYP3A4
DB01247,MAOA
DB01247,MAOB
DB01248,TUBB1
DB01248,BCL2
DB01248,MAP2
DB01248,MAP4
DB01248,MAPT
DB01248,NR1I2
DB01248,CYP3A4
DB01248,CYP3A5
DB01248,CYP1B1
DB01248,ABCB1
DB01248,ABCG2
DB01248,ABCC2
DB01248,ABCC1
DB01250,TPMT
DB01250,IFNG
DB01251,ABCC8
DB01251,KCNJ8
DB01252,ABCC8
DB01252,PPARG
DB01253,ADRA1A
DB01253,CYP3A4
DB01253,ABCB1
DB01254,ABL1
DB01254,SRC
DB01254,EPHA2
DB01254,LCK
DB01254,YES1
DB01254,KIT
DB01254,PDGFRB
DB01254,STAT5B
DB01254,ABL2
DB01254,FYN
DB01254,BTK
DB01254,CSK
DB01254,EPHB4
DB01254,MAPK14
DB01254,PPAT
DB01254,CYP3A4
DB01254,CYP1A2
DB01254,CYP1B1
DB01254,CYP3A5
DB01254,ABCB1
DB01254,ABCG2
DB01255,SLC6A3
DB01255,ADRA1B
DB01256,CYP3A4
DB01257,C5
DB01259,EGFR
DB01259,ERBB2
DB01259,CYP3A4
DB01259,CYP3A5
DB01259,CYP2C8
DB01259,ABCB1
DB01259,TAP1
DB01260,NR3C1
DB01261,DPP4
DB01261,CYP3A4
DB01261,CYP2C8
DB01261,ABCB1
DB01262,DNMT1
DB01262,DCK
DB01263,CYP3A4
DB01263,ABCB1
DB01264,CYP3A4
DB01267,HTR2A
DB01267,DRD2
DB01267,HRH1
DB01267,ADRA1A
DB01267,ADRA1B
DB01267,DRD4
DB01267,HTR1D
DB01267,DRD3
DB01267,HTR2C
DB01267,ADRA2A
DB01267,ADRA2B
DB01267,ADRA2C
DB01267,HTR1A
DB01267,DRD1
DB01267,CYP3A4
DB01267,CYP2D6
DB01267,CYP3A5
DB01267,HTR7
DB01268,PDGFRB
DB01268,FLT1
DB01268,KIT
DB01268,KDR
DB01268,FLT4
DB01268,FLT3
DB01268,CSF1R
DB01268,PDGFRA
DB01268,CYP3A5
DB01268,CYP3A4
DB01268,ABCC4
DB01268,ABCB1
DB01268,ABCC2
DB01268,ABCG2
DB01269,EGFR
DB01270,VEGF
DB01271,M6PRBP1
DB01273,CHRNA4
DB01273,CHRNA7
DB01273,CHRNB2
DB01274,ADRB2
DB01274,CYP2D6
DB01274,CYP2A6
DB01274,CYP2C9
DB01275,AOC3
DB01275,P4HA1
DB01275,CYP3A4
DB01276,GLP1R
DB01276,ALB
DB01277,IGF1R
DB01277,IGFBP3
DB01277,INSR
DB01278,CALCR
DB01278,RAMP1
DB01278,RAMP2
DB01278,RAMP3
DB01279,M6PRBP1
DB01280,POLA1
DB01280,ADA
DB01280,DCK
DB01281,CD80
DB01281,CD86
DB01282,OXTR
DB01283,PTGS2
DB01283,PTGS1
DB01283,CYP2C9
DB01283,CYP1A2
DB01284,MC2R
DB01285,MC2R
DB01285,CRH
DB01285,HSD3B2
DB01285,CYP27B1
DB01285,CYP24A1
DB01288,ADRB2
DB01288,ADRB1
DB01288,ADRB3
DB01289,KCNJ8
DB01291,ADRB2
DB01291,ADRB1
DB01294,ALB
DB01294,TF
DB01295,ADRB1
DB01295,ADRB2
DB01295,ADRA1A
DB01296,MMP9
DB01296,NFKB2
DB01296,TNF
DB01296,IFNG
DB01297,ADRB1
DB01301,CYP3A4
DB01303,PDE3A
DB01303,PDE4A
DB01303,ADORA2A
DB01303,ADORA1
DB01303,HDAC2
DB01303,CYP1A2
DB01306,INSR
DB01306,CYP1A2
DB01307,INSR
DB01307,CYP1A2
DB01307,ALB
DB01309,INSR
DB01309,CYP1A2
DB01319,CYP3A4
DB01320,SCN5A
DB01320,CYP2C9
DB01320,CYP2C8
DB01320,CYP3A4
DB01320,ALB
DB01321,CYP3A4
DB01323,CYP3A4
DB01323,ABCB1
DB01324,SLC12A3
DB01325,CA1
DB01325,CA2
DB01325,SLC12A1
DB01325,SLC12A2
DB01325,SLC12A3
DB01326,hROAT1
DB01326,SLC22A11
DB01327,PON1
DB01327,IL15
DB01327,IL2
DB01327,TPMT
DB01327,ALB
DB01327,ABCC4
DB01327,hROAT1
DB01327,SLC22A11
DB01328,ALB
DB01329,ALB
DB01329,hROAT1
DB01329,SLC22A11
DB01330,ALB
DB01332,SLC15A1
DB01333,CYP3A4
DB01333,SLC22A5
DB01333,SLC15A1
DB01333,SLC15A2
DB01333,hROAT1
DB01336,CHRNA2
DB01336,CHRM2
DB01337,CHRNA2
DB01337,CHRM2
DB01337,CHRM3
DB01337,BCHE
DB01338,CHRNA2
DB01338,CHRM2
DB01338,CHRM3
DB01338,BCHE
DB01339,CHRNA2
DB01339,ABCB1
DB01340,ACE
DB01340,ABCB1
DB01340,SLC15A1
DB01340,SLC15A2
DB01341,GABRA1
DB01342,AGTR1
DB01345,ATP1A1
DB01346,GABRA1
DB01346,GABRA2
DB01346,SCN5A
DB01346,KCNK1
DB01346,GRIA2
DB01347,AGTR1
DB01348,ACE
DB01348,SLC15A1
DB01348,SLC15A2
DB01349,AGTR1
DB01349,AGTR2
DB01349,CYP3A4
DB01351,GABRA1
DB01351,GABRA2
DB01351,GABRA3
DB01351,GABRA4
DB01351,GABRA5
DB01351,GABRA6
DB01351,CHRNA4
DB01351,CHRNA7
DB01351,GRIA2
DB01351,GRIK2
DB01351,CYP2A6
DB01352,GABRA1
DB01352,GABRA2
DB01352,GABRA3
DB01352,GABRA4
DB01352,GABRA5
DB01352,GABRA6
DB01352,CHRNA4
DB01352,CHRNA7
DB01352,GRIA2
DB01352,GRIK2
DB01353,GABRA1
DB01353,GABRA2
DB01353,GABRA3
DB01353,GABRA4
DB01353,GABRA5
DB01353,GABRA6
DB01353,CHRNA4
DB01353,CHRNA7
DB01353,GRIA2
DB01353,GRIK2
DB01354,GABRA1
DB01354,GABRA2
DB01354,GABRA3
DB01354,GABRA4
DB01354,GABRA5
DB01354,GABRA6
DB01354,CHRNA4
DB01354,CHRNA7
DB01354,GRIA2
DB01354,GRIK2
DB01355,GABRA1
DB01355,GABRA2
DB01355,GABRA3
DB01355,GABRA4
DB01355,GABRA5
DB01355,GABRA6
DB01355,CHRNA4
DB01355,CHRNA7
DB01355,GRIA2
DB01355,GRIK2
DB01355,CYP2C9
DB01355,PTGS1
DB01355,CYP1A2
DB01355,CYP3A4
DB01356,GSK3B
DB01356,IMPA1
DB01356,IMPA2
DB01356,GRIA3
DB01357,ESR1
DB01357,CYP2C9
DB01357,CYP1A2
DB01359,ADRB1
DB01359,ADRB2
DB01359,HTR1A
DB01359,HTR1B
DB01359,ORM1
DB01363,SLC6A3
DB01363,SLC6A2
DB01363,ADRA2A
DB01363,ADRA2B
DB01363,ADRA2C
DB01363,MAOA
DB01363,MAOB
DB01363,ADRB1
DB01363,ADRB2
DB01363,ADRB3
DB01363,SLC6A4
DB01363,SLC18A2
DB01364,SLC6A2
DB01364,ADRA1A
DB01364,SLC18A2
DB01364,ACHE
DB01364,BCHE
DB01365,ADRA1A
DB01365,ADRB1
DB01366,ADRB2
DB01367,MAOB
DB01367,BCL2
DB01367,CYP1A2
DB01369,CYP3A4
DB01370,TF
DB01370,ATP1A1
DB01370,KLK1
DB01370,APP
DB01370,ALB
DB01373,CACNA1C
DB01373,ATP2C1
DB01373,TNNC1
DB01373,S100B
DB01373,CAST
DB01373,COMP
DB01373,CALM1
DB01373,ABP1
DB01373,S100A13
DB01373,CP
DB01375,TNNC1
DB01375,VDAC1
DB01375,VDAC2
DB01375,VDAC3
DB01378,ATP1A1
DB01380,NR3C1
DB01380,CYP3A4
DB01381,SLC6A2
DB01381,PLA2G2A
DB01381,GLRA1
DB01381,GABRA1
DB01381,GABRB2
DB01381,CYP2C9
DB01382,KCNJ1
DB01382,ABCC8
DB01384,NR3C1
DB01384,CYP3A4
DB01384,SERPINA6
DB01388,CACNA1G
DB01388,CACNA1H
DB01388,CACNA1C
DB01388,CACNA1D
DB01388,CACNA1F
DB01388,CACNA1I
DB01388,CACNA1S
DB01388,CACNB1
DB01388,CACNB2
DB01388,CACNB3
DB01388,CACNB4
DB01388,CYP3A4
DB01388,CYP1A2
DB01388,CYP2D6
DB01388,CYP3A5
DB01388,CYP11B1
DB01388,ABCB1
DB01392,ADRA2A
DB01392,ADRA2B
DB01392,ADRA2C
DB01392,HTR1A
DB01392,HTR1B
DB01392,HTR1D
DB01392,DRD2
DB01392,DRD3
DB01392,HTR2A
DB01392,HTR2C
DB01392,KCNJ1
DB01392,HTR2B
DB01392,CYP2D6
DB01392,CYP3A4
DB01393,PPARA
DB01393,PPARD
DB01393,PPARG
DB01393,NR1I2
DB01393,RXRA
DB01393,RXRB
DB01393,RXRG
DB01393,CYP2C8
DB01393,CYP3A4
DB01393,SLCO1B1
DB01394,TUBB1
DB01394,TUBB
DB01394,CYP3A4
DB01394,CYP2C8
DB01394,CYP2C9
DB01394,ABCB1
DB01394,ABCC1
DB01395,PGR
DB01395,NR3C2
DB01395,AR
DB01395,PTGS2
DB01395,BCHE
DB01395,CYP3A4
DB01396,ATP1A1
DB01396,CYP3A4
DB01396,ALB
DB01396,ABCB1
DB01397,PTGS2
DB01397,PTGS1
DB01397,ALB
DB01399,PTGS2
DB01399,PTGS1
DB01400,ACHE
DB01400,BCHE
DB01400,ABCB1
DB01401,PTGS1
DB01401,PTGS2
DB01403,DRD2
DB01403,DRD1
DB01403,DRD5
DB01403,DRD3
DB01403,DRD4
DB01403,HTR2A
DB01403,HTR2C
DB01403,HRH1
DB01403,CHRM1
DB01403,CHRM2
DB01403,CHRM3
DB01403,CHRM4
DB01403,CHRM5
DB01403,ADRA1A
DB01403,ADRA1B
DB01403,ADRA1D
DB01403,ADRA2A
DB01403,ADRA2B
DB01403,ADRA2C
DB01403,CYP2D6
DB01403,CYP1A2
DB01404,IL6
DB01404,PTGS2
DB01405,CYP1A2
DB01406,ESR1
DB01406,AR
DB01406,PGR
DB01406,GNRHR
DB01406,GNRHR2
DB01406,CCL2
DB01406,CYP19A1
DB01406,CYP3A4
DB01406,SHBG
DB01407,ADRB2
DB01407,ADRB1
DB01407,ADRB3
DB01407,NGFB
DB01407,TNF
DB01407,CYP1A2
DB01408,ADRB2
DB01408,BCHE
DB01409,CHRM3
DB01409,CHRM1
DB01409,CHRM2
DB01409,CHRM4
DB01409,CHRM5
DB01409,CYP2D6
DB01409,CYP3A4
DB01409,SLC22A5
DB01409,SLC22A4
DB01410,NR3C1
DB01410,CYP3A4
DB01410,CYP2D6
DB01410,CES1
DB01410,SERPINA6
DB01411,CYSLTR1
DB01411,TNF
DB01411,IL5
DB01411,RNASE3
DB01411,NFKB1
DB01411,MUC2
DB01411,CYP3A4
DB01411,CYP2C9
DB01411,ABCC2
DB01412,ADORA1
DB01412,ADORA2A
DB01412,PDE4B
DB01412,CYP1A2
DB01413,SLC22A5
DB01413,SLC15A1
DB01413,SLC15A2
DB01414,hROAT1
DB01415,SLC15A1
DB01415,SLC15A2
DB01418,VKORC1
DB01418,CYP2C9
DB01418,CYP1A2
DB01418,CYP3A4
DB01418,ALB
DB01418,ORM1
DB01419,PTGS1
DB01419,PTGS2
DB01420,AR
DB01420,COMT
DB01422,METAP2
DB01424,CYP1A2
DB01424,CYP2C8
DB01424,CYP2C9
DB01424,CYP2D6
DB01424,CYP3A4
DB01424,CYP17A1
DB01424,hROAT1
DB01425,DRD2
DB01426,SCN5A
DB01426,CYP2D6
DB01426,ORM1
DB01427,PDE3A
DB01427,PDE4B
DB01427,TNF
DB01428,PGR
DB01428,AR
DB01428,ESR1
DB01428,ESR2
DB01429,SCN5A
DB01429,CALM1
DB01429,CYP2D6
DB01429,ORM1
DB01430,ATP1A1
DB01431,PGR
DB01431,ESR1
DB01431,CYP3A4
DB01433,OPRM1
DB01435,PTGS2
DB01435,PTGS1
DB01435,CYP2C8
DB01435,CYP2C9
DB01435,CYP1A2
DB01435,CYP3A4
DB01435,CYP2A6
DB01435,CYP2D6
DB01435,hROAT1
DB01436,VDR
DB01436,CYP27B1
DB01436,RXRA
DB01436,GC
DB01437,GABRA1
DB01437,GABRA1
DB01437,CYP2D6
DB01438,SCN1A
DB01439,OPRM1
DB01439,OPRD1
DB01439,OPRK1
DB01440,GABRB1
DB01440,SLC16A7
DB01440,SLC16A1
DB01440,SLC16A3
DB01442,HTR2A
DB01442,SLC6A3
DB01442,SLC6A4
DB01442,SLC6A2
DB01442,SLC18A2
DB01442,MAOA
DB01442,MAOB
DB01444,OPRM1
DB01444,OPRD1
DB01445,MAOA
DB01445,MAOB
DB01452,OPRM1
DB01452,OPRK1
DB01452,OPRD1
DB01452,CES1
DB01454,SLC6A4
DB01454,SLC18A2
DB01454,SLC6A3
DB01454,HTR2A
DB01454,HTR2B
DB01454,HTR2C
DB01454,SLC6A2
DB01454,SLC6A2
DB01454,SLC6A3
DB01454,SLC6A4
DB01463,SLC6A3
DB01466,OPRM1
DB01466,CYP2D6
DB01466,POR
DB01466,CYP3A4
DB01472,SLC6A3
DB01472,SLC6A4
DB01472,SLC18A2
DB01472,ADRA1A
DB01472,ADRA2A
DB01472,MAOA
DB01472,MAOB
DB01472,CYP2D6
DB01481,AR
DB01483,GABRA1
DB01483,GABRA2
DB01483,GABRA3
DB01483,GABRA4
DB01483,GABRA5
DB01483,GABRA6
DB01483,CHRNA4
DB01483,CHRNA7
DB01483,GRIA2
DB01483,GRIK2
DB01488,HTR6
DB01488,HTR2A
DB01488,OPRS1
DB01496,GABRA1
DB01496,GABRA2
DB01496,GABRA3
DB01496,GABRA4
DB01496,GABRA5
DB01496,GABRA6
DB01496,CHRNA4
DB01496,CHRNA7
DB01496,GRIA2
DB01496,GRIK2
DB01497,OPRM1
DB01497,OPRD1
DB01497,OPRK1
DB01497,OPRL1
DB01497,TRIM13
DB01497,POMC
DB01520,GRIN3A
DB01520,GRIN3B
DB01520,GRIN2A
DB01520,GRIN2C
DB01520,GRIN2B
DB01520,GRIN2D
DB01520,CHRFAM7A
DB01525,BCHE
DB01535,OPRM1
DB01535,OPRD1
DB01535,OPRK1
DB01536,HSD17B1
DB01536,HSD3B1
DB01536,AKR1C3
DB01537,HTR2C
DB01537,HTR2A
DB01541,AR
DB01544,TSPO
DB01544,GABRA2
DB01544,GABRA4
DB01544,GABRA5
DB01544,GABRA6
DB01544,GABRA3
DB01544,GABRA1
DB01544,GABRB3
DB01544,CYP1A2
DB01544,CYP2A6
DB01544,CYP2C9
DB01544,CYP3A4
DB01548,OPRM1
DB01548,OPRD1
DB01548,OPRK1
DB01548,TRIM13
DB01549,GRIN3A
DB01549,DRD2
DB01551,CYP2D6
DB01551,CYP3A4
DB01558,GABRA1
DB01558,GABRA2
DB01558,GABRA3
DB01558,GABRA4
DB01558,GABRA5
DB01558,GABRA6
DB01558,GABRB1
DB01558,GABRB2
DB01558,GABRB3
DB01558,GABRR1
DB01558,CYP3A4
DB01558,CYP1A2
DB01559,GABRA1
DB01559,GABRA2
DB01559,GABRA3
DB01559,GABRA5
DB01559,GABRB1
DB01559,GABRB2
DB01559,GABRB3
DB01559,GABRR1
DB01559,CYP3A4
DB01561,HSD17B1
DB01562,CYP2D6
DB01564,AR
DB01565,OPRM1
DB01565,OPRD1
DB01565,OPRK1
DB01565,TRIM13
DB01565,POMC
DB01567,GABRA1
DB01567,GABRA2
DB01567,GABRA3
DB01567,GABRA5
DB01567,GABRB1
DB01567,GABRB2
DB01567,GABRB3
DB01567,GABRR1
DB01569,HSD11B2
DB01571,OPRM1
DB01571,OPRD1
DB01571,OPRK1
DB01576,SLC18A2
DB01576,SLC6A2
DB01576,SLC6A3
DB01576,TAAR1
DB01576,ADRA1A
DB01576,ADRA1B
DB01576,CYP2D6
DB01577,SLC6A3
DB01577,SLC6A4
DB01577,SLC6A2
DB01577,SLC18A2
DB01577,TAAR1
DB01577,ADRA2A
DB01577,ADRA2B
DB01577,ADRA2C
DB01577,MAOA
DB01577,MAOB
DB01577,CYP2D6
DB01577,SLC22A5
DB01579,ADRA1A
DB01579,SLC6A2
DB01579,ADRA1B
DB01580,ADRB1
DB01580,ADRB2
DB01580,ADRB3
DB01580,CYP2D6
DB01581,ALB
DB01582,ALB
DB01583,THRA
DB01583,THRB
DB01583,CYP2C8
DB01583,TTR
DB01583,SERPINA7
DB01583,ALB
DB01583,SLCO1B1
DB01583,SLC16A2
DB01583,ABCB1
DB01586,AKR1C2
DB01586,NR1H4
DB01586,ABCB11
DB01586,ABCC2
DB01586,ABCC4
DB01587,TSPO
DB01587,GABRA1
DB01587,GABRB1
DB01587,CYP3A4
DB01587,ALB
DB01587,ABCB1
DB01588,GABRA1
DB01588,GABRA2
DB01588,GABRA3
DB01588,GABRA5
DB01588,GABRB1
DB01588,GABRB2
DB01588,GABRB3
DB01588,GABRR1
DB01588,GABRA1
DB01588,CYP3A4
DB01589,GABRA1
DB01589,GABRA2
DB01589,GABRA3
DB01589,GABRA5
DB01589,GABRB1
DB01589,GABRB3
DB01589,GABRR1
DB01589,GABRA1
DB01589,CYP2C9
DB01589,CYP3A4
DB01590,FRAP1
DB01590,CYP3A4
DB01591,CHRM3
DB01591,CHRM1
DB01591,CHRM2
DB01591,CHRM4
DB01591,CHRM5
DB01591,CYP3A4
DB01592,EGLN1
DB01592,HDAC8
DB01592,HBA1
DB01592,FTH1
DB01592,NEIL1
DB01592,POLB
DB01592,CP
DB01592,TF
DB01593,MGMT
DB01593,ALDOA
DB01593,GAPDHS
DB01593,NME1
DB01593,P4HB
DB01593,ESR1
DB01593,IL3
DB01593,HDAC1
DB01593,HDAC4
DB01593,SOD1
DB01593,HDAC8
DB01593,GLRA1
DB01593,MDM2
DB01593,INS
DB01593,ASPA
DB01593,MMP9
DB01593,TP53
DB01593,A2M
DB01593,AGT
DB01593,APCS
DB01593,APOA1
DB01593,APOA2
DB01593,APOE
DB01593,C1QB
DB01593,C1QC
DB01593,C1R
DB01593,C1S
DB01593,C3
DB01593,C5
DB01593,C8G
DB01593,CFB
DB01593,CP
DB01593,CPN1
DB01593,CPN2
DB01593,F2
DB01593,FGA
DB01593,FN1
DB01593,HBA1
DB01593,HBB
DB01593,KLKB1
DB01593,KNG1
DB01593,PON1
DB01593,SERPINA1
DB01593,SERPINA6
DB01593,SERPIND1
DB01593,SHBG
DB01593,TF
DB01593,TTR
DB01593,VTN
DB01593,APP
DB01593,PARP1
DB01594,GABRA1
DB01594,GABRA2
DB01594,GABRA3
DB01594,GABRA5
DB01594,GABRB1
DB01594,GABRB2
DB01594,GABRB3
DB01594,GABRR1
DB01595,GABRA1
DB01595,GABRA2
DB01595,GABRA3
DB01595,GABRA4
DB01595,GABRA5
DB01595,GABRA6
DB01595,GABRB1
DB01595,GABRB2
DB01595,GABRB3
DB01595,GABRR1
DB01595,SCN1A
DB01595,CYP3A4
DB01595,ABCB1
DB01597,DPEP1
DB01597,hROAT1
DB01599,ABCA1
DB01599,CES1
DB01600,PTGS2
DB01600,PTGS1
DB01601,CYP3A4
DB01601,CYP2D6
DB01601,CYP1A2
DB01601,CYP2C9
DB01601,CYP2C8
DB01601,ABCB1
DB01608,DRD1
DB01608,ADRA2A
DB01608,ADRA1B
DB01608,AR
DB01609,CYP3A4
DB01610,SLC15A1
DB01610,SLC15A2
DB01610,SLC6A14
DB01611,TLR7
DB01611,TLR9
DB01611,CYP2D6
DB01612,NPR1
DB01612,ALDH2
DB01613,NPR1
DB01613,NPR2
DB01614,DRD2
DB01614,DRD1
DB01614,HTR2A
DB01614,HTR1A
DB01614,ADRA1A
DB01614,ADRA1B
DB01614,ALB
DB01615,HRH1
DB01616,HTR1A
DB01618,DRD2
DB01618,HTR1A
DB01618,HTR2A
DB01618,CHRM1
DB01619,HRH1
DB01620,HRH1
DB01621,DRD2
DB01621,DRD1
DB01621,HTR2A
DB01621,HTR1A
DB01621,CYP3A4
DB01621,CYP2D6
DB01621,CYP1A2
DB01621,ALB
DB01622,DRD2
DB01622,DRD1
DB01622,HTR2A
DB01622,HTR1A
DB01622,ADRA1A
DB01622,ADRA1B
DB01622,ALB
DB01623,DRD2
DB01623,DRD1
DB01623,HTR2A
DB01623,CYP1A2
DB01623,CYP2D6
DB01623,ALB
DB01624,DRD1
DB01624,DRD5
DB01624,DRD2
DB01624,ADRA1A
DB01624,ADRA2A
DB01624,HTR2A
DB01624,HRH1
DB01624,CYP2D6
DB01625,CHRM3
DB01625,CHRM4
DB01626,MAOB
DB01626,MAOA
DB01628,PTGS2
DB01628,CYP3A4
DB01628,CYP2C9
DB01628,CYP2D6
DB01628,CYP1A2
DB01629,SOD1
DB01630,MMP2
DB01631,LCN2
DB01631,IGHG1
DB01632,APRT
DB01632,HPRT1
DB01640,PDE3B
DB01643,DTYMK
DB01643,TYMS
DB01644,GSR
DB01645,ESR2
DB01645,TOP2A
DB01645,PTK2B
DB01645,ESR1
DB01645,NR1I2
DB01645,AKT1
DB01645,GPER
DB01645,CYP1B1
DB01645,SHBG
DB01645,CYP1A2
DB01645,TTR
DB01645,ABCB1
DB01645,ABCC1
DB01645,ABCG2
DB01646,RHO
DB01647,PDE4B
DB01649,DCPS
DB01649,EIF4E
DB01651,APCS
DB01656,PDE4D
DB01656,PDE4A
DB01656,PDE4B
DB01656,PDE4C
DB01662,CTRB1
DB01664,GRIA2
DB01665,PRSS1
DB01667,NP
DB01671,CA2
DB01672,LCN2
DB01675,ACAD8
DB01677,ME2
DB01678,SRC
DB01684,PREP
DB01685,XDH
DB01685,CYP2C8
DB01685,CYP2C9
DB01685,CYP1A2
DB01685,CYP3A4
DB01685,ALB
DB01685,ORM1
DB01685,ABCG2
DB01685,hROAT1
DB01686,NOS2A
DB01686,NOS3
DB01689,AKR1B1
DB01692,TK1
DB01694,B3GAT1
DB01694,TREM1
DB01694,DDX6
DB01694,HIF1AN
DB01698,AKR1C3
DB01698,CBR1
DB01698,CYP2C8
DB01698,CYP2C9
DB01698,CYP2D6
DB01698,CYP3A4
DB01699,ABAT
DB01700,ATIC
DB01704,CTRB1
DB01705,PRSS1
DB01708,ESR1
DB01708,ESR2
DB01708,GABRA1
DB01708,GRIN1
DB01708,AR
DB01708,HSD17B1
DB01708,SULT2A1
DB01708,SULT2B1
DB01708,PPARA
DB01708,OPRS1
DB01708,NR1I2
DB01708,CYP3A4
DB01711,ADH1C
DB01712,FKBP1A
DB01717,AK1
DB01723,FKBP1A
DB01725,PRSS1
DB01725,F2
DB01725,PLAU
DB01727,IDH1
DB01728,RHO
DB01731,WAS
DB01733,PKM2
DB01734,PTPN1
DB01736,SLC25A4
DB01737,PRSS1
DB01738,PRKCB1
DB01741,PRSS1
DB01742,PPIA
DB01745,PRSS1
DB01746,SLC7A5
DB01748,CA2
DB01751,TTR
DB01752,PCMT1
DB01752,PNMT
DB01752,HNMT
DB01752,TRDMT1
DB01752,GNMT
DB01752,SETD7
DB01752,GAMT
DB01752,HNMT
DB01754,PIM1
DB01761,MAPK14
DB01762,SLC16A7
DB01762,SLC16A1
DB01762,SLC16A3
DB01763,NNT
DB01764,CYP3A4
DB01765,CSNK2A1
DB01766,YARS
DB01766,F2
DB01767,PRSS1
DB01767,F2
DB01771,PRSS1
DB01772,GSK3B
DB01776,INS
DB01782,MAPK10
DB01784,CA2
DB01785,FDPS
DB01790,PRKAR1A
DB01791,PDE4A
DB01791,PDE4B
DB01791,PDE4C
DB01791,PDE4D
DB01793,GSK3B
DB01800,ARSA
DB01805,PRSS1
DB01805,ACHE
DB01807,MAPK14
DB01809,HCK
DB01809,RET
DB01810,CTSF
DB01811,LTF
DB01812,SULT2B1
DB01812,RNASE2
DB01812,SULT1A1
DB01812,HS3ST3A1
DB01812,RNASE1
DB01812,SULT2A1
DB01812,SULT1E1
DB01812,NDST1
DB01812,SULT1B1
DB01819,PCK1
DB01820,PTPN1
DB01821,NOS3
DB01821,NOS1
DB01823,PYGM
DB01827,LGALS3
DB01830,LCK
DB01831,WARS
DB01833,NOS3
DB01834,GSTP1
DB01834,GSTM1
DB01835,NOS2A
DB01836,PRSS1
DB01837,PTGS1
DB01838,TTR
DB01839,F13A1
DB01842,RNASE1
DB01843,PYGM
DB01844,REN
DB01854,ART1
DB01858,CTSK
DB01861,GALE
DB01863,AKT1
DB01863,PLEKHA4
DB01863,BTK
DB01863,DAPP1
DB01863,ITPKA
DB01863,PSCD2
DB01863,PDPK1
DB01864,TGM3
DB01866,SRC
DB01871,CTSF
DB01873,TUBA3C
DB01873,TUBB
DB01873,TUBB1
DB01873,TUBB2C
DB01873,TUBB4
DB01873,TUBA4A
DB01873,TUBB3
DB01873,TUBA1C
DB01873,TUBA8
DB01873,TUBA1B
DB01873,TUBA1A
DB01876,PRSS1
DB01877,MMP3
DB01878,ESR1
DB01878,ESR2
DB01880,MIF
DB01884,DPP4
DB01888,CDK2deltaT
DB01890,IGF1
DB01890,PPARA
DB01892,PTGS1
DB01892,NR1I2
DB01892,ALOX5
DB01892,ABCC2
DB01892,SLCO1B1
DB01893,SRC
DB01901,FGF1
DB01901,FGFR2
DB01905,PRSS1
DB01905,PLAU
DB01908,SRC
DB01915,C3
DB01915,GSTP1
DB01915,ACAT2
DB01915,GSTA1
DB01917,ODC1
DB01917,AMD1
DB01917,ADRB1
DB01917,ADRB2
DB01917,SLC22A4
DB01922,AMY2A
DB01922,AMY2A
DB01926,LCN2
DB01927,NQO1
DB01931,GRIN1
DB01933,PDPK1
DB01939,PRSS1
DB01941,RXRB
DB01942,HMOX1
DB01942,RNASE1
DB01942,CTBP1
DB01942,CASK
DB01942,NOS1
DB01942,GPHN
DB01942,PSCD2
DB01942,FGF1
DB01942,CA2
DB01942,SLC16A3
DB01946,PDPK1
DB01947,SRC
DB01948,MAPK14
DB01949,MMP9
DB01950,GSK3B
DB01951,FKBP1A
DB01953,MAPK14
DB01954,PDE4D
DB01954,PDE4B
DB01955,MAN1B1
DB01955,PLA2G2A
DB01956,GLRA1
DB01956,GRIN2B
DB01956,GLRA2
DB01956,GLRA3
DB01956,GABRA1
DB01956,GABBR1
DB01956,TGM6
