drugbank_id,gene_symbol
DB05419,DRD1IP
DB05420,RRM1
DB05421,TACR1
DB05422,SLC6A4
DB05423,NR3C1
DB05424,EGFR
DB05428,TXNRD1
DB05428,TXNRD2
DB05428,RRM2
DB05429,CCL11
DB05431,ALOX5
DB05432,DRD1IP
DB05434,FGF2
DB05434,HGF
DB05434,VEGF
DB05434,IL8
DB05442,IL1B
DB05443,OPRK1
DB05446,APOH
DB05448,TXNRD1
DB05449,ABCB1
DB05451,NFKB2
DB05451,NFKB1
DB05452,AVPR1A
DB05452,AVPR1B
DB05455,AVPR1B
DB05457,TYMS
DB05458,CHRNA4
DB05458,CHRNB2
DB05459,IL12B
DB05459,IL23A
DB05460,GSTP1
DB05461,HTR2B
DB05461,ADRA2C
DB05461,ADRA2B
DB05463,TLR9
DB05464,NFKB2
DB05464,NFKB1
DB05465,FLT3
DB05465,PDGFD
DB05466,TACR1
DB05467,RARG
DB05468,ITGA4
DB05469,ADRA1A
DB05469,ADRA1B
DB05469,ADRA1D
DB05470,MAPK14
DB05470,TNF
DB05470,IL1B
DB05470,IL6
DB05471,NFKB1
DB05471,NFKB2
DB05472,IFNAR1
DB05472,IFNAR2
DB05475,TLR2
DB05475,TLR4
DB05475,TLR7
DB05475,TLR9
DB05476,PLAUR
DB05478,CYP3A4
DB05479,MC1R
DB05481,SERPINA1
DB05482,TOP1
DB05483,ZUBR1
DB05483,ZFY
DB05484,IL8
DB05487,ESR1
DB05487,NFKB2
DB05487,NFKB1
DB05488,TOP2B
DB05490,PPARG
DB05492,OPRM1
DB05492,HTR2A
DB05492,HTR2B
DB05492,HTR2C
DB05492,ADRA1A
DB05492,ADRA1B
DB05492,ADRA1D
DB05492,ADRA2A
DB05492,ADRA2B
DB05492,ADRA2C
DB05492,HRH1
DB05492,OPRL1
DB05494,DCK
DB05495,MMP9
DB05501,CXCR4
DB05501,CCR5
DB05505,TBXAS1
DB05506,PTPN1
DB05507,CASP1
DB05507,IL1B
DB05509,OPRM1
DB05509,HTR1A
DB05510,ACHE
DB05511,ADORA3
DB05518,FBP1
DB05521,SLCO1B1
DB05521,SLCO2B1
DB05521,CYP3A4
DB05521,ALB
DB05521,ORM1
DB05521,ABCB1
DB05524,EGFR
DB05530,TLR9
DB05532,GPR120
DB05533,AKR1B1
DB05540,ADSS
DB05540,ADSSL1
DB05540,SLC7A11
DB05541,SV2A
DB05541,SCN1A
DB05541,CYP3A4
DB05541,CYP2C9
DB05578,KDR
DB05595,FOLR1
DB05630,TOP1
DB05662,ESR1
DB05675,FGA
DB05676,PDE4D
DB05676,PDE4A
DB05676,PDE4B
DB05676,TNF
DB05676,IL2
DB05676,IFNG
DB05676,NOS3
DB05676,CYP3A4
DB05679,IL12B
DB05679,IL12B
DB05685,CDH5
DB05687,DRD2
DB05687,HTR2A
DB05688,SLC6A4
DB05688,SLC6A2
DB05688,SERPINA6
DB05708,CHRNA7
DB05708,CYP1A2
DB05712,CPB2
DB05713,F10
DB05736,CTSK
DB05737,PLA2G2A
DB05737,PLA2G10
DB05739,AGTR1
DB05739,AGTR2
DB05740,CHRNA2
DB05740,CHRNB2
DB05740,CHRNA7
DB05740,CHRNA4
DB05740,CHRNA10
DB05740,CHRNA9
DB05744,TNF
DB05744,IL6
DB05744,CRP
DB05744,IL10
DB05749,CYP19A1
DB05750,CNR1
DB05752,CHRM1
DB05752,CHRM2
DB05752,CHRM3
DB05752,CHRM4
DB05752,CHRM5
DB05758,TNF
DB05766,CHRM1
DB05766,DRD2
DB05766,DRD3
DB05767,TNF
DB05767,IL1B
DB05767,IL6
DB05767,NFKB2
DB05767,NFKB1
DB05771,IL10
DB05773,ERBB2
DB05773,CYP3A4
DB05773,CYP3A5
DB05773,ABCB1
DB05777,F2
DB05777,F5
DB05785,RARA
DB05785,RARB
DB05785,RARG
DB05785,JUN
DB05786,FUBP1
DB05787,ITGB3
DB05790,TACR1
DB05792,OPRS1
DB05793,GPR120
DB05796,MME
DB05797,FCER1A
DB05798,PRKAR2A
DB05798,PRKAR1A
DB05801,RRM2
DB05804,CYP19A1
DB05804,PTGS2
DB05804,SLCO1B1
DB05804,SLCO2B1
DB05806,TOP1
DB05812,CYP17A1
DB05812,CYP3A4
DB05812,SULT2A1
DB05812,CYP2D6
DB05812,CYP2C8
DB05812,CYP1A2
DB05812,CYP2C9
DB05812,ALB
DB05812,ORM1
DB05812,ABCC1
DB05814,FKBP1A
DB05824,GRIN1
DB05829,PTHR1
DB05831,TACSTD1
DB05838,AVPR2
DB05846,APP
DB05848,IL12B
DB05849,ADRB2
DB05854,PPARG
DB05855,CHRNB2
DB05855,IL8
DB05864,METAP2
DB05869,TNF
DB05869,HMGB1
DB05875,CYP19A1
DB05875,BCHE
DB05875,PTGS2
DB05876,PDE4A
DB05879,TNF
DB05882,ESR1
DB05882,ESR2
DB05883,PTH
DB05885,SV2A
DB05885,CACNA1B
DB05885,GLRA1
DB05889,CD22
DB05889,ABCB1
DB05890,VEGF
DB05892,NGFB
DB05895,TNFRSF10B
DB05897,IGF1R
DB05905,HTR4
DB05913,KIT
DB05913,FLT1
DB05915,MSTN
DB05916,PDCD1
DB05920,TOP2A
DB05930,MPL
DB05939,GPER
DB05943,CSF2RB
DB05943,IL2RG
DB05944,ERBB2
DB05944,EGFR
DB05950,CACNA1B
DB05990,NR1H4
DB05990,BAAT
DB05990,CYP1A2
DB06016,DRD3
DB06016,DRD2
DB06016,HTR1A
DB06016,HTR2B
DB06016,HTR2A
DB06016,HRH1
DB06016,CYP3A4
DB06016,CYP2D6
DB06042,TUBB
DB06042,TUBB1
DB06042,TUBB3
DB06042,TUBB4
DB06042,TOP2A
DB06042,TOP2B
DB06043,PDGFRA
DB06061,MAP3K1
DB06064,PRKCE
DB06069,TOP1
DB06070,HSP90AA1
DB06070,HSP90AB1
DB06073,BACE1
DB06077,HTR2A
DB06077,DRD2
DB06080,FLT3
DB06080,FLT1
DB06080,KDR
DB06080,FLT4
DB06080,KIT
DB06080,CSF1R
DB06083,IL12B
DB06083,IL2
DB06083,IL6
DB06083,IL8
DB06089,KCNQ1
DB06089,KCNQ3
DB06089,KCNQ4
DB06089,KCNQ5
DB06089,KCNQ2
DB06090,CHRFAM7A
DB06094,HSPB1
DB06096,NOS1
DB06096,HTR1B
DB06096,HTR1D
DB06097,CENPE
DB06098,VDAC2
DB06098,VDAC3
DB06101,FLT1
DB06101,KDR
DB06101,FLT4
DB06103,IMPDH1
DB06103,IMPDH2
DB06127,DPP4
DB06144,DRD2
DB06144,HTR2A
DB06144,HTR2C
DB06144,HTR6
DB06144,KCNH2
DB06144,ADRA1A
DB06144,ADRA1B
DB06144,ADRA1D
DB06144,CYP2D6
DB06144,CYP3A4
DB06145,CYP3A4
DB06147,CYP19A1
DB06148,ADRA2A
DB06148,HTR2A
DB06148,HTR2C
DB06148,HRH1
DB06148,SLC6A2
DB06148,SLC6A4
DB06148,HRH4
DB06148,HTR1A
DB06148,ADRA2C
DB06148,HTR2B
DB06148,HTR1F
DB06148,ADRA2B
DB06148,DRD3
DB06148,OPRK1
DB06148,SLC6A3
DB06148,HTR7
DB06148,DRD2
DB06148,HTR6
DB06148,ADRA1A
DB06148,DRD1
DB06148,CYP2D6
DB06148,CYP3A4
DB06148,CYP1A2
DB06150,CYP2C9
DB06151,GSS
DB06151,SLC7A11
DB06151,ACY1
DB06151,IKBKB
DB06151,GRIN2B
DB06151,GRIN1
DB06151,GRIN2A
DB06151,GRIN2D
DB06151,GRIN3A
DB06151,SLCO1B1
DB06151,hROAT1
DB06152,COMT
DB06155,CNR1
DB06155,CYP3A4
DB06162,FCER2
DB06168,IL1B
DB06176,HDAC1
DB06176,HDAC2
DB06176,HDAC4
DB06176,HDAC6
DB06176,ABCC1
DB06176,CYP3A4
DB06176,CYP3A5
DB06176,ABCB1
DB06186,CTLA4
DB06190,ADRB3
DB06196,BDKRB2
DB06196,ANPEP
DB06201,GRM5
DB06201,SCN9A
DB06201,CES1
DB06201,CYP3A4
DB06201,ALB
DB06202,ESR1
DB06202,ESR2
DB06202,CNR2
DB06203,DPP4
DB06203,CYP3A4
DB06203,CYP2D6
DB06204,OPRM1
DB06204,SLC6A2
DB06204,OPRK1
DB06204,OPRD1
DB06204,HTR3A
DB06204,SLC6A4
DB06204,CYP2D6
DB06204,CYP2C9
DB06205,TGFB1
DB06205,ALB
DB06207,ADRA1A
DB06207,ADRA1B
DB06207,ADRA1D
DB06207,CYP3A4
DB06207,ABCB1
DB06209,P2RY12
DB06209,CYP3A4
DB06209,CYP2C9
DB06209,ALB
DB06210,MPL
DB06210,CYP2C8
DB06210,CYP1A2
DB06210,SLCO1B1
DB06211,DPEP1
DB06212,AVPR2
DB06212,AVPR1A
DB06212,CYP3A4
DB06212,ABCB1
DB06213,ADORA2A
DB06216,DRD2
DB06216,HTR2A
DB06216,HTR1A
DB06216,HTR1B
DB06216,HTR2B
DB06216,HTR2C
DB06216,HTR6
DB06216,HTR7
DB06216,ADRA2A
DB06216,ADRA2B
DB06216,ADRA2C
DB06216,ADRA1A
DB06216,DRD1
DB06216,DRD3
DB06216,DRD4
DB06216,HRH1
DB06216,HRH2
DB06216,ADRB1
DB06216,ADRB2
DB06216,CYP1A2
DB06216,CYP2D6
DB06216,CYP3A4
DB06217,SCN5A
DB06217,KCNH2
DB06217,CYP2D6
DB06218,SCN9A
DB06218,SCN3A
DB06218,SCN10A
DB06228,F10
DB06228,CYP3A4
DB06228,CYP3A5
DB06228,ABCB1
DB06230,OPRM1
DB06230,OPRK1
DB06230,OPRD1
DB06235,CYP1A2
DB06237,PDE5A
DB06237,CYP3A4
DB06243,ODC1
DB06262,ADRA1A
DB06262,ADRA1B
DB06262,ADRA1D
DB06262,ADRA2A
DB06262,ADRA2B
DB06262,ADRA2C
DB06262,ADRB1
DB06262,ADRB2
DB06262,ADRB3
DB06262,PAH
DB06262,DDC
DB06262,SLC6A2
DB06263,TOP2A
DB06264,CYP1A2
DB06266,CFTR
DB06266,HK1
DB06267,PDE5A
DB06267,CYP3A4
DB06267,CYP3A5
DB06268,EDNRA
DB06268,EDNRB
DB06268,CYP2C9
DB06268,CYP3A4
DB06271,SERPIND1
DB06271,SERPINC1
DB06273,IL6R
DB06274,OPRM1
DB06274,OPRK1
DB06274,OPRD1
DB06282,HRH1
DB06282,CYP3A4
DB06285,PTHR1
DB06287,FRAP1
DB06287,CYP3A4
DB06287,CYP3A5
DB06287,CYP2D6
DB06287,ABCB1
DB06288,DRD2
DB06288,DRD3
DB06288,HTR7
DB06288,HTR2A
DB06290,CYP3A4
DB06290,CYP1A2
DB06290,CYP3A4
DB06290,ALB
DB06290,ABCB1
DB06290,SLCO1B1
DB06290,ABCC2
DB06290,ABCG2
DB06290,SLCO2B1
DB06290,ABCB11
DB06292,CYP1A2
DB06292,CYP2A6
DB06292,CYP2C9
DB06292,CYP2D6
DB06292,CYP3A4
DB06292,ABCB1
DB06317,SLAMF7
DB06335,DPP4
DB06335,CYP3A4
DB06335,CYP3A5
DB06335,ABCC1
DB06366,ERBB2
DB06372,IL1B
DB06401,ESR1
DB06401,ESR2
DB06403,EDNRA
DB06403,EDNRB
DB06403,CYP3A4
DB06403,CYP3A5
DB06403,ABCB1
DB06403,SLCO1B1
DB06404,C1R
DB06404,C1S
DB06404,KLKB1
DB06404,F2
DB06404,F11
DB06404,PLAT
DB06410,VDR
DB06410,CYP27A1
DB06412,AR
DB06412,NPPB
DB06412,MAOA
DB06412,CYP2D6
DB06412,CYP1A2
DB06412,SRD5A1
DB06412,CYP3A4
DB06412,CYP3A5
DB06412,ALB
DB06412,SHBG
DB06413,SLC6A3
DB06413,CYP3A4
DB06413,CYP3A5
DB06413,CYP1A2
DB06413,CYP2C9
DB06414,CYP3A4
DB06414,CYP2C9
DB06414,ABCB1
DB06419,CYP3A5
DB06436,KDR
DB06436,PTGS2
DB06439,LPL
DB06441,P2RY12
DB06444,TNF
DB06470,GABRA1
DB06470,CYP2A6
DB06470,CYP3A4
DB06471,ADORA1
DB06480,HTR4
DB06512,HTR2A
DB06512,HTR2C
DB06512,CYP2D6
DB06543,NFKBIA
DB06554,SLC36A1
DB06579,GABRA1
DB06589,FLT1
DB06589,KDR
DB06589,FLT4
DB06589,PDGFRA
DB06589,PDGFRB
DB06589,KIT
DB06589,FGFR3
DB06589,ITK
DB06589,FGF1
DB06589,CYP3A4
DB06589,CYP2D6
DB06589,CYP2C8
DB06589,CYP1A2
DB06589,ABCB1
DB06589,ABCG2
DB06589,SLCO1B1
DB06594,HTR2C
DB06594,MTNR1A
DB06594,MTNR1B
DB06594,CYP1A2
DB06594,CYP2C9
DB06595,PRKCA
DB06595,KDR
DB06595,KIT
DB06595,PDGFRA
DB06595,PDGFRB
DB06595,FLT3
DB06595,CYP1A2
DB06595,CYP2C8
DB06595,CYP2C9
DB06595,CYP2D6
DB06595,CYP3A4
DB06595,CYP3A5
DB06603,HDAC1
DB06603,CYP3A4
DB06603,CYP2D6
DB06603,ABCB1
DB06605,F10
DB06605,CYP3A4
DB06605,CYP1A2
DB06605,CYP2C8
DB06605,CYP2C9
DB06605,CYP3A5
DB06605,ABCB1
DB06605,ABCG2
DB06612,IL5
DB06616,ABL1
DB06616,HCK
DB06616,SRC
DB06616,CDK2deltaT
DB06616,MAP2K1
DB06616,CYP3A4
DB06616,ABCB1
DB06623,ADRA2A
DB06626,FLT1
DB06626,KDR
DB06626,FLT4
DB06626,CYP3A4
DB06626,CYP3A5
DB06626,CYP1A2
DB06626,ABCB1
DB06626,SLCO1B1
DB06636,CYP3A4
DB06636,ABCB1
DB06637,KCNA1
DB06643,TNFSF11
DB06650,MS4A1
DB06654,MAOB
DB06654,MAOA
DB06654,CYP3A4
DB06654,ABCG2
DB06655,GLP1R
DB06655,DPP4
DB06655,MME
DB06663,SSTR1
DB06663,SSTR2
DB06663,SSTR3
DB06663,SSTR5
DB06670,CTSK
DB06670,CYP3A4
DB06670,CYP2C8
DB06670,ABCB1
DB06674,TNF
DB06678,HRH1
DB06678,HTR2A
DB06678,ADRA2A
DB06678,CYP2D6
DB06681,CD86
DB06681,CD80
DB06684,HTR1A
DB06684,CYP3A4
DB06684,CYP2D6
DB06684,SLC6A4
DB06685,CYP3A4
DB06688,ACPP
DB06691,HRH1
DB06691,CYP2D6
DB06691,SLC22A4
DB06691,SLC22A5
DB06692,PRSS1
DB06692,CTRB1
DB06692,PLG
DB06692,KLK1
DB06693,HMGCR
DB06693,CES1
DB06694,ADRA1A
DB06694,ADRA2A
DB06694,ADRA2B
DB06694,ADRA1B
DB06694,ADRA1D
DB06694,ADRA2C
DB06695,F2
DB06695,CES1
DB06695,NQO2
DB06695,ABCB1
DB06697,CYP3A4
DB06697,CYP3A5
DB06697,CYP2C9
DB06697,CYP2D6
DB06698,HRH1
DB06698,HRH3
DB06699,GNRHR
DB06700,SLC6A4
DB06700,SLC6A2
DB06700,CYP3A4
DB06701,SLC6A3
DB06701,SLC6A2
DB06701,SLC6A4
DB06701,CYP2D6
DB06702,CHRM3
DB06702,CHRM4
DB06702,CHRM1
DB06702,CHRM2
DB06702,CHRM5
DB06702,CYP3A4
DB06702,CYP2D6
DB06702,ABCB1
DB06704,SLC6A2
DB06705,ALB
DB06706,ADRA1A
DB06706,SLC18A2
DB06707,ADRA2A
DB06708,CYP3A4
DB06708,CYP2D6
DB06709,CHRM3
DB06710,AR
DB06710,ESR1
DB06710,CYP19A1
DB06710,CYP3A4
DB06710,ALB
DB06710,SHBG
DB06711,ADRA1A
DB06711,ADRA2A
DB06712,CACNA1C
DB06712,CACNA2D1
DB06712,CACNB2
DB06712,CACNA1D
DB06712,CACNA1S
DB06712,CYP3A4
DB06712,CYP1A2
DB06712,CYP2A6
DB06712,CYP2C8
DB06712,CYP2C9
DB06713,PGR
DB06713,ALB
DB06713,AR
DB06713,STS
DB06714,SLC18A2
DB06714,TAAR1
DB06716,GABRB2
DB06716,GABRB3
DB06716,ALB
DB06717,CYP3A4
DB06719,LHCGR
DB06719,GNRHR
DB06719,CYP19A1
DB06720,GBA
DB06725,PTGS1
DB06725,PTGS2
DB06725,CYP2C9
DB06726,ADRB1
DB06726,CYP2D6
DB06727,CYP2D6
DB06728,KLK1
DB06728,ALB
DB06729,CYP2C9
DB06729,CYP2A6
DB06729,CYP2C8
DB06729,CYP2D6
DB06730,CYP3A5
DB06731,CYP3A5
DB06732,ESR1
DB06732,CYP1B1
DB06732,CYP1A2
DB06735,CYP2D6
DB06736,PTGS2
DB06736,PTGS1
DB06736,CYP2C9
DB06737,CYP2C9
DB06737,PTGS1
DB06738,OPRM1
DB06738,OPRK1
DB06738,OPRD1
DB06738,GRIN1
DB06738,PTGS1
DB06738,CYP2C9
DB06738,CYP3A4
DB06738,CYP2C8
DB06739,TBXA2R
DB06739,CYP2C9
DB06739,CYP3A4
DB06739,CYP2C8
DB06739,PTGS1
DB06739,CYP2A6
DB06741,GRIN1
DB06741,CYP2C9
DB06742,CYP3A4
DB06751,PDE4A
DB06751,CACNA1C
DB06752,PLA2G4A
DB06756,BCL2
DB06756,BCHE
DB06756,PRODH
DB06757,IDH3A
DB06757,IDH3G
DB06757,ARG1
DB06757,TF
DB06764,ADRA1A
DB06766,HRH1
DB06769,CYP1A2
DB06770,CYP2C8
DB06770,ALDH2
DB06770,CYP1A2
DB06770,CYP2D6
DB06770,CYP3A4
DB06772,TUBA4A
DB06772,TUBB1
DB06772,CYP3A4
DB06772,CYP3A5
DB06772,CYP2C8
DB06772,ABCB1
DB06772,ABCG2
DB06772,SLCO1B1
DB06774,TRPV1
DB06774,CYP3A4
DB06774,PTGS2
DB06774,MPO
DB06774,CYP1A2
DB06774,MAOA
DB06774,DBH
DB06774,GLUL
DB06774,BCHE
DB06777,NR1H4
DB06777,NR1I2
DB06777,AKR1C2
DB06777,CYP27A1
DB06777,CYP3A4
DB06779,SERPINC1
DB06779,VEGF
DB06779,TFPI
DB06779,SELP
DB06779,HPSE
DB06781,NR3C1
DB06782,APP
DB06784,FTL
DB06784,FTH1
DB06785,GNRHR
DB06787,CHRM1
DB06787,CHRM2
DB06787,CHRM3
DB06787,CHRM4
DB06788,GNRHR
DB06789,PGR
DB06789,CYP3A4
DB06789,CYP3A5
DB06791,SSTR2
DB06791,SSTR5
DB06796,A2M
DB06796,ALB
DB06800,OPRM1
DB06800,OPRK1
DB06800,CYP2D6
DB06802,PTGS1
DB06802,PTGS2
DB06803,CYP2C9
DB06803,CYP1A2
DB06804,PTGS2
DB06809,CXCR4
DB06813,DHFR
DB06813,TYMS
DB06813,FPGS
DB06819,CYP1A2
DB06819,CYP2D6
DB06820,CYP1A2
DB06820,CYP2C9
DB06820,CYP2D6
DB06822,SERPINC1
DB06822,ITGA4
DB06822,CXCL12
DB06823,MPO
DB06825,GNRHR
DB06828,LTA4H
DB06829,PTPN1
DB06831,PIK3CG
DB06831,PIK3CD
DB06832,ESR2
DB06834,SYK
DB06835,CPB1
DB06836,PIK3CG
DB06838,F2
DB06840,PRSS1
DB06841,F2
DB06842,PDE4A
DB06842,PDE4D
DB06844,CDK2deltaT
DB06845,PRSS1
DB06845,F2
DB06850,PRSS1
DB06850,F2
DB06851,LTA4H
DB06852,CHEK1
DB06853,PRSS1
DB06853,F2
DB06855,PLAU
DB06855,PRSS1
DB06856,PLAU
DB06857,PLAU
DB06858,F2
DB06858,PRSS1
DB06859,F2
DB06861,F2
DB06862,CASP3
DB06865,F2
DB06866,F2
DB06868,F2
DB06869,F2
DB06870,AR
DB06871,ESR1
DB06875,ESR2
DB06876,CHEK1
DB06877,MAPK1
DB06878,F2
DB06879,NOS2A
DB06880,DPP4
DB06882,SRC
DB06882,MAPK14
DB06883,SRC
DB06884,ESRRG
DB06885,TTR
DB06887,PTPN1
DB06888,CDK2deltaT
DB06891,CA2
DB06892,MAP2K1
DB06894,FAAH
DB06896,MET
DB06898,ESR1
DB06899,REN
DB06902,ESRRG
DB06905,PPP2CA
DB06907,TTR
DB06908,PPARG
DB06909,PDE4B
DB06911,F2
DB06914,HMOX1
DB06916,NOS2A
DB06917,LTA4H
DB06918,PRSS1
DB06919,F2
DB06920,F10
DB06921,CPB1
DB06923,PRSS1
DB06925,LCK
DB06926,PPARG
DB06927,ESR2
DB06927,ESR1
DB06928,FOLH1
DB06929,F2
DB06930,BACE1
DB06932,PDPK1
DB06933,MAPK10
DB06935,TTR
DB06936,F2
DB06937,ESR2
DB06938,KDR
DB06939,DPP4
DB06940,MAPK14
DB06941,S100B
DB06942,F2
DB06944,CDK2deltaT
DB06947,F2
DB06948,CDK2deltaT
DB06953,FNTA
DB06953,FNTB
DB06954,CA2
DB06956,HSP90AA1
DB06957,HSP90AA1
DB06958,HSP90AA1
DB06961,HSP90AA1
DB06962,TPSB2
DB06964,HSP90AA1
DB06967,REN
DB06969,HSP90AA1
DB06971,MMP8
DB06972,ITGAL
DB06973,ESRRG
DB06976,CDK2deltaT
DB06983,CDK2deltaT
DB06984,MAN2A1
DB06985,RBP4
DB06986,PYGM
DB06987,LTF
DB06991,MAPK14
DB06992,HSD11B1
DB06993,DPP4
DB06994,DPP4
DB06995,MET
DB06996,F2
DB06997,MET
DB06999,BRAF
DB07000,BRAF
DB07001,NOS3
DB07002,NOS2A
DB07003,NOS2A
DB07004,S100B
DB07005,F2
DB07006,WEE1
DB07007,NOS2A
DB07008,NOS2A
DB07009,ESR2
DB07010,MAPK1
DB07010,MAPK10
DB07011,NOS2A
DB07013,MMP13
DB07014,GSK3B
DB07015,DPP4
DB07016,F2
DB07017,HSD11B1
DB07019,BACE1
DB07021,DPP4
DB07022,F11
DB07023,F11
DB07024,CDK2deltaT
DB07025,CHEK1
DB07026,MMP12
DB07027,F2
DB07028,AKR1B1
DB07029,NOS2A
DB07030,AKR1B1
DB07031,RARG
DB07032,ESR2
DB07033,PDPK1
DB07034,CHEK1
DB07036,ESR2
DB07037,CHEK1
DB07038,CHEK1
DB07039,AR
DB07046,MAP2K1
DB07047,TTR
DB07048,CA2
DB07049,HSD11B1
DB07050,CA2
DB07051,PDE4D
DB07053,PPARG
DB07054,CDK2deltaT
DB07056,HSD11B1
DB07058,GSK3B
DB07059,REN
DB07063,AKR1B1
DB07064,KIF11
DB07065,CDK2deltaT
DB07066,PYGM
DB07067,DPP4
DB07069,KYNU
DB07070,PPARD
DB07071,F11
DB07072,DPP4
DB07073,PIK3CG
DB07074,F11
DB07075,CHEK1
DB07076,PLAU
DB07077,F11
DB07078,CHEK1
DB07080,NR1H2
DB07080,RXRB
DB07080,NR1I2
DB07081,DPP4
DB07082,NR1H2
DB07083,F2
DB07086,ESR1
DB07087,ESR1
DB07088,PRSS1
DB07088,F2
DB07089,BACE1
DB07091,PRSS1
DB07091,F2
DB07092,DPP4
DB07093,AKR1B1
DB07094,LTA4H
DB07095,PRSS1
DB07095,F2
DB07096,PARP1
DB07099,LTA4H
DB07100,HSP90AA1
DB07101,MAP2K1
DB07102,LTA4H
DB07104,LTA4H
DB07105,F2
DB07106,HNMT
DB07108,BCL2L1
DB07110,BACE1
DB07111,PPARG
DB07112,EGLN1
DB07113,REN
DB07117,MMP9
DB07119,ESR2
DB07120,F2
DB07122,PLAU
DB07126,CDK2deltaT
DB07128,F2
DB07129,PLAU
DB07130,PTPN1
DB07131,PRSS1
DB07131,F2
DB07132,PDPK1
DB07133,F2
DB07134,PTPN1
DB07135,DPP4
DB07136,CPB1
DB07137,CDK2deltaT
DB07138,MAPK14
DB07139,AKR1B1
DB07140,DHFR
DB07141,DHFR
DB07142,DHFR
DB07143,F2
DB07144,DHFR
DB07146,LCK
DB07148,PREP
DB07149,GSK3B
DB07150,ESR2
DB07151,PIM1
DB07154,DPP4
DB07156,IGF1R
DB07157,CPB1
DB07158,CHEK1
DB07159,SYK
DB07160,CTSB
DB07161,JAK2
DB07162,JAK2
DB07163,CDK2deltaT
DB07164,CDK2deltaT
DB07165,F2
DB07167,CSF1R
DB07172,PPARG
DB07174,REN
DB07175,BACE1
DB07176,TTR
DB07179,CDK2deltaT
DB07181,DPP4
DB07182,CPB1
DB07183,KDR
DB07186,AURKA
DB07187,AKR1B1
DB07190,F2
DB07193,DPP4
DB07194,SYK
DB07195,ESR1
DB07196,LTA4H
DB07197,PTPN1
DB07198,ESR2
DB07201,TTR
DB07202,CSF1R
DB07203,CDK2deltaT
DB07205,YARS
DB07206,BACE1
DB07207,F7
DB07207,F3
DB07208,PPARG
DB07209,PPARG
DB07210,CDK2deltaT
DB07211,F2
DB07211,F10
DB07212,F11
DB07213,CHEK1
DB07215,PPARA
DB07216,FNTA
DB07216,FNTB
DB07217,MAPK10
DB07219,CTSB
DB07220,CDK2deltaT
DB07223,CTSB
DB07224,CTSB
DB07225,CTSB
DB07226,WEE1
DB07227,FNTA
DB07227,FNTB
DB07227,PGGT1B
DB07228,CHEK1
DB07229,PRSS1
DB07230,ESR2
DB07231,CTSB
DB07232,PARP1
DB07234,MAPKAPK2
DB07236,ESR2
DB07237,LTA4H
DB07239,DPP4
DB07240,TTR
DB07242,PIM1
DB07243,CHEK1
DB07244,NOS3
DB07244,REN
DB07245,BACE1
DB07246,MMP9
DB07247,F7
DB07247,F3
DB07248,PTK2
DB07249,EPHB4
DB07250,EPHB4
DB07251,EPHB4
DB07252,EPHB4
DB07253,EPHB4
DB07254,EPHB4
DB07255,EPHB4
DB07256,EPHB4
DB07257,WEE1
DB07258,LTA4H
DB07259,LTA4H
DB07260,LTA4H
DB07261,F10
DB07263,PTPN1
DB07264,MAPK1
DB07265,WEE1
DB07266,AURKA
DB07269,CPB1
DB07270,FBP1
DB07271,DPP4
DB07274,KDR
DB07277,F2
DB07277,F10
DB07278,F2
DB07278,F10
DB07279,F2
DB07281,BACE1
DB07282,TTR
DB07283,FABP4
DB07284,BACE1
DB07285,MMP9
DB07286,AR
DB07288,FLT1
DB07289,PTPN1
DB07292,LTA4H
DB07294,RARG
DB07295,PTPN1
DB07297,LCK
DB07298,PTPN1
DB07299,F11
DB07300,PDPK1
DB07302,PPARG
DB07303,BACE1
DB07306,NOS2A
DB07307,MAPK14
DB07309,METAP2
DB07310,HSD11B1
DB07311,CHEK1
DB07312,FBP1
DB07313,METAP2
DB07314,CHEK1
DB07315,PYGL
DB07316,HSD11B1
DB07317,HSP90AA1
DB07318,NOS2A
DB07319,HSP90AA1
DB07320,CHEK1
DB07321,FBP1
DB07322,METAP2
DB07323,METAP2
DB07324,HSP90AA1
DB07325,HSP90AA1
DB07326,KDR
DB07328,DPP4
DB07330,PARP1
DB07333,KDR
DB07334,KDR
DB07335,PIK3CG
DB07335,SRC
DB07336,CHEK1
DB07339,NQO2
DB07340,AURKB
DB07341,ABO
DB07342,HMOX1
DB07345,BACE1
DB07346,BACE1
DB07347,GAPDH
DB07348,PSCD2
DB07350,HDAC8
DB07353,F2
DB07354,TOP1
DB07356,DPP4
DB07357,ABO
DB07358,GCK
DB07359,GCK
DB07360,AURKA
DB07361,AURKA
DB07362,AURKA
DB07363,CA2
DB07364,CDK5
DB07366,F2
DB07368,PRSS1
DB07369,MET
DB07371,IGHG1
DB07375,IGHG1
DB07376,F2
DB07376,F7
DB07377,METAP2
DB07378,ABO
DB07379,CDK6
DB07380,CTRB1
DB07383,CTRB1
DB07385,NQO1
DB07388,NOS2A
DB07388,NOS3
DB07389,NOS2A
DB07390,MMP3
DB07393,GSR
DB07395,PYGL
DB07396,PYGL
DB07397,MMP8
DB07400,F2
DB07401,MT-CYB
DB07401,UQCRC1
DB07402,ALB
DB07405,NOS2A
DB07406,MAPKAPK2
DB07412,DPP4
DB07415,BACE1
DB07419,AR
DB07421,AR
DB07422,AR
DB07423,AR
DB07425,THRB
DB07427,HBA1
DB07427,HBB
DB07428,HBA1
DB07428,HBB
